district_name,municipality_name,id,mp_id,p8_8_1_1,p8_8_1_2,p8_8_1_3,p8_8_1_4_ind_so,p8_8_1_4_cwss,p8_8_1_4_tot,p8_8_1_5_ind_so,p8_8_1_5_cwss,p8_8_1_5_tot,p8_8_1_6,p8_8_1_7,p8_8_1_8_a_ind_no,p8_8_1_8_a_ind_cap,p8_8_1_8_a_cwss_no,p8_8_1_8_a_cwss_cap,p8_8_1_8_b_ind_no,p8_8_1_8_b_ind_cap,p8_8_1_8_b_cwss_no,p8_8_1_8_b_cwss_cap,p8_8_1_8_c_ind_no,p8_8_1_8_c_ind_cap,p8_8_1_8_c_cwss_no,p8_8_1_8_c_cwss_cap,p8_8_1_9_a,p8_8_1_9_b,p8_8_1_9_c,p8_8_1_9_d,p8_8_1_9_e,p8_8_1_9_f_me_i_20,p8_8_1_9_f_me_i_21,p8_8_1_9_f_me_i_22,p8_8_1_9_f_me_i_23,p8_8_1_9_f_me_i_24,p8_8_1_9_f_me_i_25,p8_8_1_9_f_me_ii_20,p8_8_1_9_f_me_ii_21,p8_8_1_9_f_me_ii_22,p8_8_1_9_f_me_ii_23,p8_8_1_9_f_me_ii_24,p8_8_1_9_f_me_ii_25,p8_8_1_9_f_me_iii_20,p8_8_1_9_f_me_iii_21,p8_8_1_9_f_me_iii_22,p8_8_1_9_f_me_iii_23,p8_8_1_9_f_me_iii_24,p8_8_1_9_f_me_iii_25,p8_8_1_9_f_un_me_i_20,p8_8_1_9_f_un_me_i_21,p8_8_1_9_f_un_me_i_22,p8_8_1_9_f_un_me_i_23,p8_8_1_9_f_un_me_i_24,p8_8_1_9_f_un_me_i_25,p8_8_1_9_f_un_me_ii_20,p8_8_1_9_f_un_me_ii_21,p8_8_1_9_f_un_me_ii_22,p8_8_1_9_f_un_me_ii_23,p8_8_1_9_f_un_me_ii_24,p8_8_1_9_f_un_me_ii_25,p8_8_1_9_f_un_me_iii_20,p8_8_1_9_f_un_me_iii_21,p8_8_1_9_f_un_me_iii_22,p8_8_1_9_f_un_me_iii_23,p8_8_1_9_f_un_me_iii_24,p8_8_1_9_f_un_me_iii_25,p8_8_1_9_g,p8_8_1_9_h,p8_8_1_10_a_20,p8_8_1_10_a_21,p8_8_1_10_a_22,p8_8_1_10_a_23,p8_8_1_10_a_24,p8_8_1_10_a_25,p8_8_1_10_b_20,p8_8_1_10_b_21,p8_8_1_10_b_22,p8_8_1_10_b_23,p8_8_1_10_b_24,p8_8_1_10_b_25,p8_8_1_11_a_20,p8_8_1_11_a_21,p8_8_1_11_a_22,p8_8_1_11_a_23,p8_8_1_11_a_24,p8_8_1_11_a_25,p8_8_1_11_a_26,p8_8_1_11_b_20,p8_8_1_11_b_21,p8_8_1_11_b_22,p8_8_1_11_b_23,p8_8_1_11_b_24,p8_8_1_11_b_25,p8_8_1_11_b_26,p8_8_1_11_c_20,p8_8_1_11_c_21,p8_8_1_11_c_22,p8_8_1_11_c_23,p8_8_1_11_c_24,p8_8_1_11_c_25,p8_8_1_11_c_26,p8_8_1_12_a_21,p8_8_1_12_a_22,p8_8_1_12_a_23,p8_8_1_12_a_24,p8_8_1_12_a_25,p8_8_1_12_a_26,p8_8_1_12_b_21,p8_8_1_12_b_22,p8_8_1_12_b_23,p8_8_1_12_b_24,p8_8_1_12_b_25,p8_8_1_12_b_26,p8_8_1_12_c_21,p8_8_1_12_c_22,p8_8_1_12_c_23,p8_8_1_12_c_24,p8_8_1_12_c_25,p8_8_1_12_c_26,p8_8_1_13,p8_8_1_14_a,p8_8_1_14_b,p8_8_1_14_b_i,p8_8_1_14_b_ii,p8_8_1_14_b_iii,p8_8_1_15_a_21,p8_8_1_15_a_22,p8_8_1_15_a_23,p8_8_1_15_a_24,p8_8_1_15_a_25,p8_8_1_15_a_26,p8_8_1_15_b_21,p8_8_1_15_b_22,p8_8_1_15_b_23,p8_8_1_15_b_24,p8_8_1_15_b_25,p8_8_1_15_b_26,p8_8_1_15_c_21,p8_8_1_15_c_22,p8_8_1_15_c_23,p8_8_1_15_c_24,p8_8_1_15_c_25,p8_8_1_15_c_26,p8_8_1_15_d_21,p8_8_1_15_d_22,p8_8_1_15_d_23,p8_8_1_15_d_24,p8_8_1_15_d_25,p8_8_1_15_d_26,p8_8_1_15_e_21,p8_8_1_15_e_22,p8_8_1_15_e_23,p8_8_1_15_e_24,p8_8_1_15_e_25,p8_8_1_15_e_26,p8_8_1_15_f_21,p8_8_1_15_f_22,p8_8_1_15_f_23,p8_8_1_15_f_24,p8_8_1_15_f_25,p8_8_1_15_f_26,p8_8_1_16_no_veh_own,p8_8_1_16_no_veh_hir,p8_8_1_16_no_veh_tot,p8_8_1_16_cap_veh_own,p8_8_1_16_cap_veh_hir,p8_8_1_16_cap_veh_tot,p8_8_1_17_21,p8_8_1_17_22,p8_8_1_17_23,p8_8_1_17_24,p8_8_1_17_25,p8_8_1_17_26,p8_8_1_18_min_rate_res,p8_8_1_18_min_rate_com,p8_8_1_18_min_rate_ind,p8_8_1_18_min_rate_inst,p8_8_1_18_min_rate_govt_off,p8_8_1_18_min_rate_oth_spec,p8_8_1_18_max_rate_res,p8_8_1_18_max_rate_com,p8_8_1_18_max_rate_ind,p8_8_1_18_max_rate_inst,p8_8_1_18_max_rate_govt_off,p8_8_1_18_max_rate_oth_spec,p8_8_1_18_med_rate_res,p8_8_1_18_med_rate_com,p8_8_1_18_med_rate_ind,p8_8_1_18_med_rate_inst,p8_8_1_18_med_rate_govt_off,p8_8_1_18_med_rate_oth_spec,p8_8_1_19_yes_no,p8_8_1_19_yes,is_verified,is_approved,verified_at,approved_at,created_at,updated_at,id,mp_id,p8_8_2_1_yes_no,p8_8_2_1_yes,p8_8_2_1_a_tot_area,p8_8_2_1_b_area_cov,p8_8_2_1_c_area_not_cov,p8_8_2_2_yes_no,p8_8_2_2_yes,p8_8_2_2_a,p8_8_2_2_b_yes_no,p8_8_2_2_b_yes,p8_8_2_2_b_i,p8_8_2_2_b_ii,p8_8_2_2_c,p8_8_2_2_d,p8_8_2_3,p8_8_2_4,p8_8_2_5_a,p8_8_2_5_b,p8_8_2_5_c,p8_8_2_5_d,p8_8_2_5_e,p8_8_2_5_f,p8_8_2_5_g_i_dom,p8_8_2_5_g_ii_non_dom,p8_8_2_5_g_iii_ind,p8_8_2_6_a_20,p8_8_2_6_a_21,p8_8_2_6_a_22,p8_8_2_6_a_23,p8_8_2_6_a_24,p8_8_2_6_a_25,p8_8_2_6_a_26,p8_8_2_6_b_20,p8_8_2_6_b_21,p8_8_2_6_b_22,p8_8_2_6_b_23,p8_8_2_6_b_24,p8_8_2_6_b_25,p8_8_2_6_b_26,p8_8_2_6_c_20,p8_8_2_6_c_21,p8_8_2_6_c_22,p8_8_2_6_c_23,p8_8_2_6_c_24,p8_8_2_6_c_25,p8_8_2_6_c_26,p8_8_2_7_a,p8_8_2_7_b,p8_8_2_7_c,p8_8_2_7_d,p8_8_2_7_e,p8_8_2_7_f,p8_8_2_7_g,p8_8_2_8_a_21,p8_8_2_8_a_22,p8_8_2_8_a_23,p8_8_2_8_a_24,p8_8_2_8_a_25,p8_8_2_8_a_26,p8_8_2_8_b_i_21,p8_8_2_8_b_i_22,p8_8_2_8_b_i_23,p8_8_2_8_b_i_24,p8_8_2_8_b_i_25,p8_8_2_8_b_i_26,p8_8_2_8_b_ii_21,p8_8_2_8_b_ii_22,p8_8_2_8_b_ii_23,p8_8_2_8_b_ii_24,p8_8_2_8_b_ii_25,p8_8_2_8_b_ii_26,p8_8_2_8_c_i_21,p8_8_2_8_c_i_22,p8_8_2_8_c_i_23,p8_8_2_8_c_i_24,p8_8_2_8_c_i_25,p8_8_2_8_c_i_26,p8_8_2_8_c_ii_21,p8_8_2_8_c_ii_22,p8_8_2_8_c_ii_23,p8_8_2_8_c_ii_24,p8_8_2_8_c_ii_25,p8_8_2_8_c_ii_26,p8_8_2_9,p8_8_2_10,created_at,updated_at,id,mp_id,p8_8_2_11_a_21,p8_8_2_11_a_22,p8_8_2_11_a_23,p8_8_2_11_a_24,p8_8_2_11_a_25,p8_8_2_11_a_26,p8_8_2_11_b_21,p8_8_2_11_b_22,p8_8_2_11_b_23,p8_8_2_11_b_24,p8_8_2_11_b_25,p8_8_2_11_b_26,p8_8_2_11_c_21,p8_8_2_11_c_22,p8_8_2_11_c_23,p8_8_2_11_c_24,p8_8_2_11_c_25,p8_8_2_11_c_26,p8_8_2_11_d_21,p8_8_2_11_d_22,p8_8_2_11_d_23,p8_8_2_11_d_24,p8_8_2_11_d_25,p8_8_2_11_d_26,p8_8_2_12_a_21,p8_8_2_12_a_22,p8_8_2_12_a_23,p8_8_2_12_a_24,p8_8_2_12_a_25,p8_8_2_12_a_26,p8_8_2_12_b_21,p8_8_2_12_b_22,p8_8_2_12_b_23,p8_8_2_12_b_24,p8_8_2_12_b_25,p8_8_2_12_b_26,p8_8_2_12_c_21,p8_8_2_12_c_22,p8_8_2_12_c_23,p8_8_2_12_c_24,p8_8_2_12_c_25,p8_8_2_12_c_26,p8_8_2_12_d_21,p8_8_2_12_d_22,p8_8_2_12_d_23,p8_8_2_12_d_24,p8_8_2_12_d_25,p8_8_2_12_d_26,p8_8_2_13_a_21,p8_8_2_13_a_22,p8_8_2_13_a_23,p8_8_2_13_a_24,p8_8_2_13_a_25,p8_8_2_13_a_26,p8_8_2_13_b_21,p8_8_2_13_b_22,p8_8_2_13_b_23,p8_8_2_13_b_24,p8_8_2_13_b_25,p8_8_2_13_b_26,p8_8_2_13_tot_21,p8_8_2_13_tot_22,p8_8_2_13_tot_23,p8_8_2_13_tot_24,p8_8_2_13_tot_25,p8_8_2_13_tot_26,created_at,updated_at,id,mp_id,p8_8_3_1_a_no_staff,p8_8_3_1_a_staff_qty,p8_8_3_1_a_no_outsou,p8_8_3_1_a_outsou_qty,p8_8_3_2_a_res,p8_8_3_2_a_com,p8_8_3_2_a_ind,p8_8_3_2_a_inst,p8_8_3_2_b_res,p8_8_3_2_b_com,p8_8_3_2_b_ind,p8_8_3_2_b_inst,p8_8_3_2_c_res,p8_8_3_2_c_com,p8_8_3_2_c_ind,p8_8_3_2_c_inst,p8_8_3_2_d_res,p8_8_3_2_d_com,p8_8_3_2_d_ind,p8_8_3_2_d_inst,p8_8_3_3_a,p8_8_3_3_b,p8_8_3_3_c,p8_8_3_3_d,p8_8_3_3_e,p8_8_3_3_f,p8_8_3_4_a,p8_8_3_4_b,p8_8_3_4_c,p8_8_3_4_d,p8_8_3_4_e,p8_8_3_4_f,p8_8_3_4_g,p8_8_3_5,p8_8_3_6_a_yes_no,p8_8_3_6_b_yes_no,p8_8_3_6_c,p8_8_3_6_d_yes_no,p8_8_3_6_d_yes,p8_8_3_7_yes_no,p8_8_3_7_yes,p8_8_3_8,p8_8_3_9,p8_8_3_10,p8_8_3_11_21,p8_8_3_11_22,p8_8_3_11_23,p8_8_3_11_24,p8_8_3_11_25,p8_8_3_11_26,p8_8_3_12,p8_8_3_13,p8_8_3_14_yes_no,p8_8_3_15_yes_no,p8_8_3_16_a_sfc_21,p8_8_3_16_a_sfc_22,p8_8_3_16_a_sfc_23,p8_8_3_16_a_sfc_24,p8_8_3_16_a_sfc_25,p8_8_3_16_a_sfc_26,p8_8_3_16_a_cfc_21,p8_8_3_16_a_cfc_22,p8_8_3_16_a_cfc_23,p8_8_3_16_a_cfc_24,p8_8_3_16_a_cfc_25,p8_8_3_16_a_cfc_26,p8_8_3_16_a_oth_21,p8_8_3_16_a_oth_22,p8_8_3_16_a_oth_23,p8_8_3_16_a_oth_24,p8_8_3_16_a_oth_25,p8_8_3_16_a_oth_26,p8_8_3_16_a_tot_21,p8_8_3_16_a_tot_22,p8_8_3_16_a_tot_23,p8_8_3_16_a_tot_24,p8_8_3_16_a_tot_25,p8_8_3_16_a_tot_26,p8_8_3_16_b_21,p8_8_3_16_b_22,p8_8_3_16_b_23,p8_8_3_16_b_24,p8_8_3_16_b_25,p8_8_3_16_b_26,p8_8_3_16_c_21,p8_8_3_16_c_22,p8_8_3_16_c_23,p8_8_3_16_c_24,p8_8_3_16_c_25,p8_8_3_16_c_26,created_at,updated_at,p8_8_3_1_a_no_staff_21,p8_8_3_1_a_no_staff_22,p8_8_3_1_a_no_staff_23,p8_8_3_1_a_no_staff_24,p8_8_3_1_a_no_staff_25,p8_8_3_1_a_no_staff_26,p8_8_3_1_a_staff_qty_21,p8_8_3_1_a_staff_qty_22,p8_8_3_1_a_staff_qty_23,p8_8_3_1_a_staff_qty_24,p8_8_3_1_a_staff_qty_25,p8_8_3_1_a_staff_qty_26,p8_8_3_1_b_no_outsou_21,p8_8_3_1_b_no_outsou_22,p8_8_3_1_b_no_outsou_23,p8_8_3_1_b_no_outsou_24,p8_8_3_1_b_no_outsou_25,p8_8_3_1_b_no_outsou_26,p8_8_3_1_b_outsou_qty_21,p8_8_3_1_b_outsou_qty_22,p8_8_3_1_b_outsou_qty_23,p8_8_3_1_b_outsou_qty_24,p8_8_3_1_b_outsou_qty_25,p8_8_3_1_b_outsou_qty_26,id,mp_id,p8_8_4_1_a_20,p8_8_4_1_a_25,p8_8_4_1_b_20,p8_8_4_1_b_25,p8_8_4_1_c_20,p8_8_4_1_c_25,p8_8_4_1_d_20,p8_8_4_1_d_25,p8_8_4_1_e_20,p8_8_4_1_e_25,p8_8_4_1_f_20,p8_8_4_1_f_25,p8_8_4_1_stot_20,p8_8_4_1_stot_25,p8_8_5_a_20,p8_8_5_a_25,p8_8_5_b_20,p8_8_5_b_25,p8_8_5_c_20,p8_8_5_c_25,p8_8_5_d_20,p8_8_5_d_25,p8_8_5_e_20,p8_8_5_e_25,p8_8_5_f_20,p8_8_5_f_25,p8_8_5_g_20,p8_8_5_g_25,p8_8_5_h_20,p8_8_5_h_25,p8_8_6_a,p8_8_6_b,p8_8_6_c,p8_8_7_1_a_21,p8_8_7_1_a_22,p8_8_7_1_a_23,p8_8_7_1_a_24,p8_8_7_1_a_25,p8_8_7_1_a_26,p8_8_7_1_b_21,p8_8_7_1_b_22,p8_8_7_1_b_23,p8_8_7_1_b_24,p8_8_7_1_b_25,p8_8_7_1_b_26,p8_8_7_1_c_21,p8_8_7_1_c_22,p8_8_7_1_c_23,p8_8_7_1_c_24,p8_8_7_1_c_25,p8_8_7_1_c_26,p8_8_7_1_d_i_21,p8_8_7_1_d_i_22,p8_8_7_1_d_i_23,p8_8_7_1_d_i_24,p8_8_7_1_d_i_25,p8_8_7_1_d_i_26,p8_8_7_1_d_ii_21,p8_8_7_1_d_ii_22,p8_8_7_1_d_ii_23,p8_8_7_1_d_ii_24,p8_8_7_1_d_ii_25,p8_8_7_1_d_ii_26,p8_8_7_1_d_iii_oth_spec,p8_8_7_1_d_iii_oth_21,p8_8_7_1_d_iii_oth_22,p8_8_7_1_d_iii_oth_23,p8_8_7_1_d_iii_oth_24,p8_8_7_1_d_iii_oth_25,p8_8_7_1_d_iii_oth_26,p8_8_7_2,p8_8_7_3,p8_8_7_4,p8_8_7_5,p8_8_7_6,p8_8_7_7,created_at,updated_at,p8_8_7_1_d_iv_21,p8_8_7_1_d_iv_22,p8_8_7_1_d_iv_23,p8_8_7_1_d_iv_24,p8_8_7_1_d_iv_25,p8_8_7_1_d_iv_26,p8_8_7_1_d_v_21,p8_8_7_1_d_v_22,p8_8_7_1_d_v_23,p8_8_7_1_d_v_24,p8_8_7_1_d_v_25,p8_8_7_1_d_v_26,id,mp_id,p8_8_8_1_a_no,p8_8_8_1_a_ex_21,p8_8_8_1_a_ex_22,p8_8_8_1_a_ex_23,p8_8_8_1_a_ex_24,p8_8_8_1_a_ex_25,p8_8_8_1_b_no,p8_8_8_1_b_ex_21,p8_8_8_1_b_ex_22,p8_8_8_1_b_ex_23,p8_8_8_1_b_ex_24,p8_8_8_1_b_ex_25,p8_8_8_1_c_no,p8_8_8_1_c_ex_21,p8_8_8_1_c_ex_22,p8_8_8_1_c_ex_23,p8_8_8_1_c_ex_24,p8_8_8_1_c_ex_25,p8_8_8_1_d_oth_spec,p8_8_8_1_d_no,p8_8_8_1_d_ex_21,p8_8_8_1_d_ex_22,p8_8_8_1_d_ex_23,p8_8_8_1_d_ex_24,p8_8_8_1_d_ex_25,p8_8_9_1_yes_no,p8_8_9_1_a_yes_no,p8_8_9_1_b_yes_no,p8_8_9_1_c_yes_no,p8_8_9_1_d_yes_no,p8_8_9_2,p8_8_9_3,p8_8_9_4_spec,p8_8_9_5,p8_8_9_6,p8_8_9_7_yes_no,p8_8_9_7_yes,p8_8_9_7_not_reason,p8_8_9_8,created_at,updated_at
Chengalpattu,Chengalpattu,61,1,8.65,6,2.65,25.2,0,25.2,6619,0,6619,8292,4.48,4,15,0,0,6,22,0,0,2,6.6,0,0,17514,49752,9932,1640,2513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7352,7420,7744,7996,8153,8168,114,118,120,123,123,123,1,1,1,1,1,1,1640,83,132,132,132,132,132,132,10047,10047,10047,10047,10047,10047,7352,68,324,252,157,15,100,114,4,2,3,0,0,2,1,0,0,0,0,0,0,2875847,4603262,11468675,24784867,20400984,27263354,603741,1066300,2252702,2241723,0,0,0,1000000,8658970,45000000,19715929,20000000,90,Regular,,0,3,0,33,33,33,33,33,33,64136,66088,68040,69992,71944,89553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.07,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,60,200,200,200,200,200,0,0,0,0,0,0,no,,TRUE,TRUE,21:47.0,48:29.0,37:20.3,21:47.0,61,1,no,,,,,yes,,no,,,21,40.98,11.35,SBR,no,0,17514,11824,435,11389,5690,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,2,24,17115,17255,17365,17432,17514,17540,16815,16955,17065,17132,17214,17240,0,0,0,0,0,0,2500,2100,1850,1453,1320,1000,1700,1452,1123,850,620,410,14521,1342,37:20.3,21:47.0,61,1,0,0,0,0,0,0,4,6,8,11,13,14,32,42,50,70,70,70,15,18,22,40,40,48,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,10,15,17,21,21,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37:20.3,21:47.0,61,1,,,,,17514,2356,0,4,16840,2210,0,4,15910,2140,0,4,1080,210,0,0,21.02,20.5,12.5,7.7,27,15,2,7,1.5,7,1,6,-,DISPOSAL OF UNSECGREGATION WASTE TO SEND PRIVATATION ,Yes,No,"[""micro_comp""]",no,,no,,60000,240,240000,260,300,320,340,360,400,12000,Collection Point,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37:20.3,21:47.0,33,33,33,33,33,33,18,19,21,21.02,21.02,28.5,33,33,33,33,33,33,18,19,21,21,21,28,61,1,27.66,30.1,29.45,31.37,0,0,0,0,0,0,0,0,57.11,61.47,0,0,180,310,0,0,0,0,0,0,0,0,0,0,0,0,0,44.09,18.62,65.51,67.82,69.27,69.87,69.87,72,2166,2234,2300,2302,2302,2400,3053,3053,3053,3253,3253,3303,3,3,3,3,3,3,0,0,0,3250,3250,3300,,3050,3050,3050,0,0,0,30,183,0,42707.88,Yes,5000,37:20.3,21:47.0,0,0,0,0,0,0,0,0,0,0,0,0,61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Yes,No,Yes,No,Yes,Outsourcing,Satisfactory,yes,0,0,No,,0,0,37:20.3,21:47.0
Chengalpattu,Madhuranthagam,66,3,3.06,2.54,0.52,10,0,10,56.68,0,56.68,3468,2.54,13,30.6,0,0,1,2,0,0,2,2.5,0,0,8076,3468,6300,2832,2832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2850,2750,2943,3373,3396,3416,52,52,52,52,52,52,0,0,0,0,0,0,4608,43,212,212,212,212,212,212,1250,1250,1250,1250,1250,1250,2750,93,470,23,0,23,2832,52,0,0,0,0,0,0,0,0,0,0,0,0,0,5993947,2013957,4460596,4643452,4782756,4926239,0,0,0,0,0,0,0,0,0,0,0,0,90,Regular,,0,2,0,24,24,24,24,24,24,34160,34556,34956,35361,35771,36185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6000,0,6000,0,0,0,0,0,0,50,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,,TRUE,TRUE,18:01.0,58:29.0,50:50.4,18:01.0,66,3,no,,,,,no,,,,,,,,,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7565,7683,7796,8003,8076,8099,7523,7756,7785,7795,7823,7865,205,225,236,241,253,265,0,0,0,0,0,0,0,0,0,0,0,0,0,1152,50:50.4,18:01.0,66,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50:50.4,18:01.0,66,3,,,,,8076,200,1,5,90,90,100,80,90,90,100,80,10,10,0,20,10.19,9.17,5.09,4.01,6,5,2,8,5,2,1,1,0,process to land identify,Yes,No,"[""micro_comp""]",no,,no,,63880,18,27377,86,110,120,128,131,0,0,Collection Point,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50:50.4,18:01.0,24,24,24,24,24,24,10.19,10.19,10.19,10.19,10.19,10.19,24,24,24,24,24,24,10.19,10.19,10.19,10.19,10.19,10.19,66,3,25.02,31.18,21.24,19.15,0,0,0,1.57,0,0,0.48,13.04,46.74,64.94,0,0,150,166,0,0,0,0,0,0,0,0,0,0,0,0,0,81.05,0,46.26,46.26,60.8,64.94,64.94,66,1542,1542,2027,2165,2165,2200,0,0,0,269,0,150,12,12,12,12,12,12,1868,1868,1868,2137,2137,2362,,0,0,0,0,0,0,0,2137,0,0,0,0,50:50.4,18:01.0,0,0,0,0,0,0,0,0,0,0,0,0,66,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Yes,Yes,Yes,No,Yes,Outsourcing,Poor,ஆம் அடிப்படை வசதிகள் ஏற்படுத்திகொடுக்கப்படுகிறது,0,0,No,,எதிர்பாராத செலவினங்கள்,ஏதுமில்லை,50:50.4,18:01.0
