district_name,municipality_name,id,mp_id,p9_9_1_1_a_yes_no,p9_9_1_1_a_yr_pro,p9_9_1_1_a_yr_app,p9_9_1_1_b_yes_no,p9_9_1_1_b_yr_pro,p9_9_1_1_b_yr_app,p9_9_1_1_c_yes_no,p9_9_1_1_c_yr_pro,p9_9_1_1_c_yr_app,p9_9_1_1_d_yes_no,p9_9_1_1_d_yr_pro,p9_9_1_1_d_yr_app,p9_9_1_2_no_pro,p9_9_1_2_amt_app,p9_9_1_3_no_pro,p9_9_1_3_amt_app,p9_9_1_4_no_pro,p9_9_1_4_amt_app,p9_9_1_5_28,p9_9_1_5_29,p9_9_1_5_30,p9_9_1_5_31,p9_9_1_5_32,p9_9_1_6,p9_9_2_1_ex_uni,p9_9_2_1_no_uni,p9_9_2_1_fin_req,p9_9_2_2_ex_uni,p9_9_2_2_no_uni,p9_9_2_2_fin_req,p9_9_2_3_ex_uni,p9_9_2_3_no_uni,p9_9_2_3_fin_req,p9_9_2_4_ex_uni,p9_9_2_4_no_uni,p9_9_2_4_fin_req,p9_9_2_5_ex_uni,p9_9_2_5_no_uni,p9_9_2_5_fin_req,p9_9_2_6_ex_uni,p9_9_2_6_no_uni,p9_9_2_6_fin_req,p9_9_2_stot_ex_uni,p9_9_2_stot_no_uni,p9_9_2_stot_fin_req,p9_9_3_1_ex_uni,p9_9_3_1_no_uni,p9_9_3_1_fin_req,p9_9_3_2_ex_uni,p9_9_3_2_no_uni,p9_9_3_2_fin_req,p9_9_3_3_ex_uni,p9_9_3_3_no_uni,p9_9_3_3_fin_req,p9_9_3_4_ex_uni,p9_9_3_4_no_uni,p9_9_3_4_fin_req,p9_9_3_5_ex_uni,p9_9_3_5_no_uni,p9_9_3_5_fin_req,p9_9_3_6_ex_uni,p9_9_3_6_no_uni,p9_9_3_6_fin_req,p9_9_3_7_ex_uni,p9_9_3_7_no_uni,p9_9_3_7_fin_req,p9_9_3_stot_ex_uni,p9_9_3_stot_no_uni,p9_9_3_stot_fin_req,p9_9_4_1_ex_uni,p9_9_4_1_no_uni,p9_9_4_1_fin_req,p9_9_4_2_ex_uni,p9_9_4_2_no_uni,p9_9_4_2_fin_req,p9_9_4_3_ex_uni,p9_9_4_3_no_uni,p9_9_4_3_fin_req,p9_9_4_4_ex_uni,p9_9_4_4_no_uni,p9_9_4_4_fin_req,p9_9_4_stot_ex_uni,p9_9_4_stot_no_uni,p9_9_4_stot_fin_req,p9_9_5_1_ex_uni,p9_9_5_1_no_uni,p9_9_5_1_fin_req,p9_9_5_2_ex_uni,p9_9_5_2_no_uni,p9_9_5_2_fin_req,p9_9_5_stot_ex_uni,p9_9_5_stot_no_uni,p9_9_5_stot_fin_req,is_verified,is_approved,verified_at,approved_at,created_at,updated_at,id,mp_id,p9_9_6_1_a_ex_uni,p9_9_6_1_a_no_uni,p9_9_6_1_a_fin_req,p9_9_6_1_b_ex_uni,p9_9_6_1_b_no_uni,p9_9_6_1_b_fin_req,p9_9_6_2_a_ex_uni,p9_9_6_2_a_no_uni,p9_9_6_2_a_fin_req,p9_9_6_2_b_ex_uni,p9_9_6_2_b_no_uni,p9_9_6_2_b_fin_req,p9_9_6_3_a_ex_uni,p9_9_6_3_a_no_uni,p9_9_6_3_a_fin_req,p9_9_6_3_b_ex_uni,p9_9_6_3_b_no_uni,p9_9_6_3_b_fin_req,p9_9_6_3_c_ex_uni,p9_9_6_3_c_no_uni,p9_9_6_3_c_fin_req,p9_9_6_3_d_ex_uni,p9_9_6_3_d_no_uni,p9_9_6_3_d_fin_req,p9_9_6_3_e_ex_uni,p9_9_6_3_e_no_uni,p9_9_6_3_e_fin_req,p9_9_6_3_f_oth_spec,p9_9_6_3_f_ex_uni,p9_9_6_3_f_no_uni,p9_9_6_3_f_fin_req,p9_9_6_stot_ex_uni,p9_9_6_stot_no_uni,p9_9_6_stot_fin_req,p9_9_7_1_ex_uni,p9_9_7_1_no_uni,p9_9_7_1_fin_req,p9_9_7_2_ex_uni,p9_9_7_2_no_uni,p9_9_7_2_fin_req,p9_9_7_3_ex_uni,p9_9_7_3_no_uni,p9_9_7_3_fin_req,p9_9_7_4_ex_uni,p9_9_7_4_no_uni,p9_9_7_4_fin_req,p9_9_7_5_ex_uni,p9_9_7_5_no_uni,p9_9_7_5_fin_req,p9_9_7_6_ex_uni,p9_9_7_6_no_uni,p9_9_7_6_fin_req,p9_9_7_stot_ex_uni,p9_9_7_stot_no_uni,p9_9_7_stot_fin_req,created_at,updated_at,id,mp_id,p9_9_8_1_a_ex_uni,p9_9_8_1_a_no_uni,p9_9_8_1_a_fin_req,p9_9_8_1_b_ex_uni,p9_9_8_1_b_no_uni,p9_9_8_1_b_fin_req,p9_9_8_1_c_ex_uni,p9_9_8_1_c_no_uni,p9_9_8_1_c_fin_req,p9_9_8_2_a_ex_uni,p9_9_8_2_a_no_uni,p9_9_8_2_a_fin_req,p9_9_8_2_b_ex_uni,p9_9_8_2_b_no_uni,p9_9_8_2_b_fin_req,p9_9_8_2_c_ex_uni,p9_9_8_2_c_no_uni,p9_9_8_2_c_fin_req,p9_9_8_2_d_ex_uni,p9_9_8_2_d_no_uni,p9_9_8_2_d_fin_req,p9_9_8_2_e_ex_uni,p9_9_8_2_e_no_uni,p9_9_8_2_e_fin_req,p9_9_8_2_f_ex_uni,p9_9_8_2_f_no_uni,p9_9_8_2_f_fin_req,p9_9_8_2_g_ex_uni,p9_9_8_2_g_no_uni,p9_9_8_2_g_fin_req,p9_9_8_2_h_ex_uni,p9_9_8_2_h_no_uni,p9_9_8_2_h_fin_req,p9_9_8_2_i_ex_uni,p9_9_8_2_i_no_uni,p9_9_8_2_i_fin_req,p9_9_8_2_j_ex_uni,p9_9_8_2_j_no_uni,p9_9_8_2_j_fin_req,p9_9_8_2_k_ex_uni,p9_9_8_2_k_no_uni,p9_9_8_2_k_fin_req,p9_9_8_2_l_ex_uni,p9_9_8_2_l_no_uni,p9_9_8_2_l_fin_req,p9_9_8_2_m_oth_spec,p9_9_8_2_m_ex_uni,p9_9_8_2_m_no_uni,p9_9_8_2_m_fin_req,p9_9_8_3_a_ex_uni,p9_9_8_3_a_no_uni,p9_9_8_3_a_fin_req,p9_9_8_3_b_ex_uni,p9_9_8_3_b_no_uni,p9_9_8_3_b_fin_req,p9_9_8_3_c_ex_uni,p9_9_8_3_c_no_uni,p9_9_8_3_c_fin_req,p9_9_8_3_d_ex_uni,p9_9_8_3_d_no_uni,p9_9_8_3_d_fin_req,p9_9_8_3_e_ex_uni,p9_9_8_3_e_no_uni,p9_9_8_3_e_fin_req,p9_9_8_3_f_ex_uni,p9_9_8_3_f_no_uni,p9_9_8_3_f_fin_req,p9_9_8_3_g_ex_uni,p9_9_8_3_g_no_uni,p9_9_8_3_g_fin_req,p9_9_8_3_h_ex_uni,p9_9_8_3_h_no_uni,p9_9_8_3_h_fin_req,p9_9_8_3_i_ex_uni,p9_9_8_3_i_no_uni,p9_9_8_3_i_fin_req,p9_9_8_3_j_ex_uni,p9_9_8_3_j_no_uni,p9_9_8_3_j_fin_req,p9_9_8_3_k_ex_uni,p9_9_8_3_k_no_uni,p9_9_8_3_k_fin_req,p9_9_8_3_l_ex_uni,p9_9_8_3_l_no_uni,p9_9_8_3_l_fin_req,p9_9_8_4_a_ex_uni,p9_9_8_4_a_no_uni,p9_9_8_4_a_fin_req,p9_9_8_4_b_ex_uni,p9_9_8_4_b_no_uni,p9_9_8_4_b_fin_req,p9_9_8_4_c_ex_uni,p9_9_8_4_c_no_uni,p9_9_8_4_c_fin_req,p9_9_8_4_stot_ex_uni,p9_9_8_4_stot_no_uni,p9_9_8_4_stot_fin_req,p9_9_8_5_yes_no,p9_9_8_5_yes,p9_9_8_5_a,p9_9_8_5_b_yes_no,p9_9_8_5_b_no,created_at,updated_at,id,mp_id,p9_9_9_1_ex_uni,p9_9_9_1_no_uni,p9_9_9_1_fin_req,p9_9_9_2_ex_uni,p9_9_9_2_no_uni,p9_9_9_2_fin_req,p9_9_9_3_ex_uni,p9_9_9_3_no_uni,p9_9_9_3_fin_req,p9_9_9_4_a_ex_uni,p9_9_9_4_a_no_uni,p9_9_9_4_a_fin_req,p9_9_9_4_b_ex_uni,p9_9_9_4_b_no_uni,p9_9_9_4_b_fin_req,p9_9_9_5_ex_uni,p9_9_9_5_no_uni,p9_9_9_5_fin_req,p9_9_9_6_ex_uni,p9_9_9_6_no_uni,p9_9_9_6_fin_req,p9_9_9_7_a_ex_uni,p9_9_9_7_a_no_uni,p9_9_9_7_a_fin_req,p9_9_9_7_b_ex_uni,p9_9_9_7_b_no_uni,p9_9_9_7_b_fin_req,p9_9_9_7_c_ex_uni,p9_9_9_7_c_no_uni,p9_9_9_7_c_fin_req,p9_9_9_7_d_ex_uni,p9_9_9_7_d_no_uni,p9_9_9_7_d_fin_req,p9_9_9_8_ex_uni,p9_9_9_8_no_uni,p9_9_9_8_fin_req,p9_9_9_9_ex_uni,p9_9_9_9_no_uni,p9_9_9_9_fin_req,p9_9_9_stot_ex_uni,p9_9_9_stot_no_uni,p9_9_9_stot_fin_req,p9_9_10_1_ex_uni,p9_9_10_1_no_uni,p9_9_10_1_fin_req,p9_9_10_2_ex_uni,p9_9_10_2_no_uni,p9_9_10_2_fin_req,p9_9_10_3_ex_uni,p9_9_10_3_no_uni,p9_9_10_3_fin_req,p9_9_10_4_ex_uni,p9_9_10_4_no_uni,p9_9_10_4_fin_req,p9_9_10_5_ex_uni,p9_9_10_5_no_uni,p9_9_10_5_fin_req,p9_9_10_6_a_ex_uni,p9_9_10_6_a_no_uni,p9_9_10_6_a_fin_req,p9_9_10_6_b_ex_uni,p9_9_10_6_b_no_uni,p9_9_10_6_b_fin_req,p9_9_10_7_a_ex_uni,p9_9_10_7_a_no_uni,p9_9_10_7_a_fin_req,p9_9_10_7_b_ex_uni,p9_9_10_7_b_no_uni,p9_9_10_7_b_fin_req,p9_9_10_stot_ex_uni,p9_9_10_stot_no_uni,p9_9_10_stot_fin_req,p9_9_11_1_ex_uni,p9_9_11_1_no_uni,p9_9_11_1_fin_req,p9_9_11_2_ex_uni,p9_9_11_2_no_uni,p9_9_11_2_fin_req,p9_9_11_3_ex_uni,p9_9_11_3_no_uni,p9_9_11_3_fin_req,p9_9_11_4_ex_uni,p9_9_11_4_no_uni,p9_9_11_4_fin_req,p9_9_11_5_ex_uni,p9_9_11_5_no_uni,p9_9_11_5_fin_req,p9_9_11_6_ex_uni,p9_9_11_6_no_uni,p9_9_11_6_fin_req,p9_9_11_7_ex_uni,p9_9_11_7_no_uni,p9_9_11_7_fin_req,p9_9_11_8_ex_uni,p9_9_11_8_no_uni,p9_9_11_8_fin_req,p9_9_11_9_ex_uni,p9_9_11_9_no_uni,p9_9_11_9_fin_req,p9_9_11_10_ex_uni,p9_9_11_10_no_uni,p9_9_11_10_fin_req,p9_9_11_11_ex_uni,p9_9_11_11_no_uni,p9_9_11_11_fin_req,p9_9_11_12_ex_uni,p9_9_11_12_no_uni,p9_9_11_12_fin_req,p9_9_11_stot_ex_uni,p9_9_11_stot_no_uni,p9_9_11_stot_fin_req,p9_9_12_1_ex_uni,p9_9_12_1_no_uni,p9_9_12_1_fin_req,p9_9_12_2_ex_uni,p9_9_12_2_no_uni,p9_9_12_2_fin_req,p9_9_12_3_ex_uni,p9_9_12_3_no_uni,p9_9_12_3_fin_req,p9_9_12_4_ex_uni,p9_9_12_4_no_uni,p9_9_12_4_fin_req,p9_9_12_5_oth_spec,p9_9_12_5_ex_uni,p9_9_12_5_no_uni,p9_9_12_5_fin_req,p9_9_12_stot_ex_uni,p9_9_12_stot_no_uni,p9_9_12_stot_fin_req,p9_9_12_gtot_ex_uni,p9_9_12_gtot_no_uni,p9_9_12_gtot_fin_req,p9_9_9_13_1_a,p9_9_9_13_1_b,p9_9_9_13_1_c,p9_9_9_13_2_a,p9_9_9_13_2_b,p9_9_9_13_2_c,p9_9_9_13_2_d,p9_9_9_13_3_a,p9_9_9_13_3_b,p9_9_9_13_3_c,p9_9_14_yes_no,p9_9_14_1,created_at,updated_at
Chengalpattu,Chengalpattu,71,1,Yes,2025,2025,No,,,Yes,2025,2025,No,,,5,128300000,1,3800000,4,124500000,12,15,25,27,30,0,8.73,8.73,397.38,16.77,16.77,377.83,0,0,0,0,0,0,0,0,0,0,0,0,25.5,25.5,775.21,0,2,1165,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,2,1165,0,0,0,0,0,0,0,2.8,290.75,0,0,0,0,2.8,290.75,3258,0,0,0,30,0.66,3258,30,0.66,TRUE,TRUE,47:45.0,48:54.0,59:48.6,47:45.0,71,1,15,10,445,0,0,0,17.1,2.3,900,8323,0,0,6,5,47,25,0,0,42,0,0,2,0,0,0,0,0,,0,0,0,8430,17,1392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59:48.6,47:45.0,71,1,0,0,0,63,63,294.16,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,dozzer,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,2,0,0,0,0,0,77,63,294.16,Yes,,3.2,Yes,,59:48.6,47:45.0,71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,1,550,0,45,325,0,0,0,0,0,0,0,30,210,0,0,0,0,0,0,0,0,0,0,76,1085,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,8,0,0,5,0,0,7,0,0,2,0,0,,0,0,0,22,0,0,,,,0,0,0,0,0,0,0,0,0,0,No,,59:48.6,47:45.0
Chengalpattu,Madhuranthagam,52,3,No,,,No,,,No,,,No,,,147,71800000,112,3500000,35,68300000,200,300,380,400,500,200,31.18,1,80,19.15,2,531,9.27,3.8,300,31.18,5,350,19.15,7,500,0,0,0,109.93,18.8,1761,0,0,0,166,55,130,0,0,0,0,0,0,0,0,0,0,0.35,90,0,0.5,100,166,56,320,0,0,0,81.05,4,380,0,0,0,0,0,0,81.05,4,380,2137,150,50,0,0,0,2137,150,50,TRUE,TRUE,19:15.0,59:07.0,04:16.5,19:15.0,52,3,0,0,0,0,0,0,8,10,172,3468,4608,150,4,1,10,0,0,0,0,50,100,2,2,100,0,0,0,,0,0,0,3482,4671,532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04:16.5,19:15.0,52,3,0,5,9.5,10,10,19,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,1,0,0,2,1,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,1,4,0,0,0,0,0,0,0,1,4.5,1,1,5,0,0,0,2,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,17,20,246,Yes,,700,Yes,,04:16.5,19:15.0,52,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,0,1,0,0,0,0,0,6,4,350,1,2,200,0,0,0,1,1,250,4,0,0,0,0,0,14,7,800,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,4,120,0,0,0,0,0,0,4,4,40,,0,0,0,8,8,160,,,,0,0,0,0,0,0,0,0,0,0,No,0,04:16.5,19:15.0
